Network Name,IP Address,u_marsha,u_lsp,LSP,Contact
DENAF,65.114.197.130,DENAF,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
DENTN,65.140.151.190,DENTN,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
DFWGV,97.77.36.196,DFWGV,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
FSDSI,65.98.159.188,FSDSI,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
GPTRI,12.170.33.130,GPTRI,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
HARET,50.225.215.170,HARET,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
HOUDM,12.189.113.124,HOUDM,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
HOUGI,67.200.234.5,HOUGI,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
HSVHW,12.215.206.34,HSVHW,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
INDES,216.238.24.140,INDES,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
INDPS,12.195.22.34,INDPS,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
LASHD,4.2.42.195,LASHD,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
MCIMT,169.130.188.60,MCIMT,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
MIAFS,12.237.164.131,MIAFS,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
MIATA,12.215.83.35,MIATA,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
MSLRI,12.5.127.130,MSLRI,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
PBIRH,50.233.66.16,PBIRH,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
PHLMH,50.20.5.194,PHLMH,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
PHXSI,207.225.163.165,PHXSI,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
RKHTS,208.104.91.130,RKHTS,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
SACEX,50.201.182.236,SACEX,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
SDFLA,12.68.236.230,SDFLA,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
SNAIR,12.184.93.115,SNAIR,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
STLOF,12.28.46.35,STLOF,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
YYZDA,38.117.106.180,YYZDA,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
ORFPT,67.52.174.221,ORFPT,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
BWRAR,12.26.223.130,BWRAR,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
CVGDT,216.68.36.66,CVGDT,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
LAXTC,47.176.62.28,LAXTC,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
MSYSI,12.179.31.148,MSYSI,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
NYCFF,72.69.87.227,NYCFF,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
YYTDS,24.114.222.202,YYTDS,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
TYRTR,72.47.46.130,TYRTR,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
TCLTS,50.193.245.83,TCLTS,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
MSYTD,12.179.31.149,MSYTD,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
DFWWS,12.46.42.46,DFWWS,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
RDGFI,63.104.146.2,RDGFI,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
INDED,216.238.26.181,INDED,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
YYZDS,207.219.231.53,YYZDS,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
BUFAP,204.253.58.105,BUFAP,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
MYRCY,168.92.224.105,MYRCY,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
SLCAP,130.250.248.34,SLCAP,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
SANMC,130.250.246.67,SANMC,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
SJCAC,12.35.38.194,SJCAC,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
SEAOX,12.35.38.19,SEAOX,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
JAXJS,12.159.11.163,JAXJS,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
CLTSW,134.204.31.10,CLTSW,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
EYWFK,162.251.117.99,EYWFK,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
RSWAC,74.121.175.215,RSWAC,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
PWMNC,209.213.65.82,PWMNC,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
DENBX,50.169.240.3,DENBX,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
SJUFP,207.150.224.132,SJUFP,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
SNAPL,12.29.234.134,SNAPL,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
COSFS,8.9.44.56,COSFS,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
RICCD,70.33.137.34,RICCD,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
RICCD,70.33.137.34,RICCD,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
ORFVS,216.12.108.6,ORFVS,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
YQARI,69.158.235.50,YQARI,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
PHXXL,63.239.218.55,PHXXL,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
BTRGZ,209.124.218.208,BTRGZ,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
ARBSI,207.243.51.221,ARBSI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
BOSCY,96.86.69.187,BOSCY,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
BWIFM,65.216.246.143,BWIFM,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
CTDCY,47.176.19.114,CTDCY,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
CTDRI,47.176.225.194,CTDRI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
DENWW,50.207.133.83,DENWW,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
DTWDI,12.1.118.71,DTWDI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
EWRWS,74.10.136.164,EWRWS,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
FLLBR,170.55.150.147,FLLBR,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
HNLKS,64.129.1.8,HNLKS,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
HNLLC,64.129.1.15,HNLLC,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
HOUGP,12.233.84.170,HOUGP,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
HOUIW,50.207.201.6,HOUIW,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
HOUWL,12.196.232.16,HOUWL,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
IAHAP,12.97.203.243,IAHAP,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
ILGSS,50.227.149.50,ILGSS,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
INDST,70.60.133.210,INDST,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
JAXSH,4.79.101.231,JAXSH,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
LAXHW,12.230.36.66,LAXHW,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
LAXPW,198.44.220.5,LAXPW,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
LAXRL,12.108.114.67,LAXRL,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
LGBRN,72.37.134.19,LGBRN,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
MCOAP,67.201.64.11,MCOAP,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
MCICC,4.17.247.131,MCICC,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
MEMCD,12.49.164.41,MEMCD,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
MIAAP,65.205.152.67,MIAAP,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
MIACS,65.205.152.101,MIACS,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
MIAEB,12.26.136.96,MIAEB,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
MRYCA,12.151.35.131,MRYCA,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
PDXOR,65.140.146.140,PDXOR,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
PHXSF,184.191.143.238,PHXSF,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
PHXST,64.158.128.131,PHXST,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
PHXNO,65.200.13.131,PHXNO,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
RNORZ,12.153.217.121,RNORZ,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
SACMC,12.238.89.170,SACMC,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
SANDM,12.9.178.6,SANDM,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
SFORZ,12.203.141.197,SFORZ,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
SNAVO,64.147.5.163,SNAVO,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
STLFN,71.91.244.86,STLFN,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YQRAK,207.195.40.44,YQRAK,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YQMFP,207.179.178.234,YQMFP,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YSEWV,173.214.130.163,YSEWV,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YULSI,24.37.194.131,YULSI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YSEWI,173.214.130.99,YSEWI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YYCWI,206.174.202.43,YYCWI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YYCXA,208.118.127.68,YYCXA,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YYZCY,99.209.12.198,YYZCY,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YYZDL,209.5.237.225,YYZDL,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YYZTC,76.9.197.176,YYZTC,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
CUNFD,187.188.16.179,CUNFD,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
TIJFI,189.197.63.234,TIJFI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
AHNRZ,207.5.47.71,AHNRZ,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
PHXLC,65.154.156.50,PHXLC,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
DBQTS,207.191.204.40,DBQTS,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
EVVFJ,147.0.102.163,EVVFJ,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
MEMTX,12.49.140.67,MEMTX,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
SHVTS,12.10.71.11,SHVTS,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
PNSRP,12.131.252.201,PNSRP,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
MIAMD,50.79.149.209,MIAMD,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
CLTRD,66.57.97.226,CLTRD,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
HNLWS,64.129.1.0,HNLWS,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
ABETS,209.173.14.192,ABETS,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
AIYCY,130.251.240.70,AIYCY,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
ATLAH,24.104.125.1,ATLAH,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
AUGFI,216.195.130.181,AUGFI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
BGRRI,64.140.212.246,BGRRI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
BGRTS,66.63.86.88,BGRTS,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
BNAGI,207.86.216.85,BNAGI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
BOSBM,38.111.11.9,BOSBM,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
CHINO,209.214.189.132,CHINO,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
CSGAO,216.186.132.34,CSGAO,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YXEDS,64.141.14.139,YXEDS,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YWGDW,66.244.231.237,YWGDW,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YVRDB,97.111.8.25,YVRDB,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YSCDR,207.96.226.207,YSCDR,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YQMDR,72.138.110.90,YQMDR,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YHZMC,72.138.99.58,YHZMC,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YFCDF,72.138.110.139,YFCDF,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
PWMBW,66.63.80.40,PWMBW,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
MLBFV,12.175.168.67,MLBFV,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
MIALA,206.99.220.101,MIALA,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
LAXAX,12.39.250.125,LAXAX,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
GNVRI,174.78.223.61,GNVRI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
DFWSI,64.183.196.70,DFWSI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
CURBR,161.0.97.101,CURBR,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
CUNFP,186.96.3.236,CUNFP,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
CUNFI,201.132.14.237,CUNFI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
FAYSL,66.19.95.3,FAYSL,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
HOUMW,12.156.172.5,HOUMW,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
LAXLS,12.231.173.240,LAXLS,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
MIAES,104.178.77.88,MIAES,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
OAKAP,209.0.100.91,OAKAP,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
PFNFI,96.27.163.221,PFNFI,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YYGDP,24.222.66.215,YYGDP,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
YKFDG,72.138.38.150,YKFDG,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
SJCSJ,12.104.145.12,SJCSJ,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
PWMBA,64.140.214.247,PWMBA,SingleDigits,SingleDigits,LSP-SingleDigits <LSP-SingleDigits@marriottonline.onmicrosoft.com>
RUHSA,5.42.240.230,RUHSA,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
TPECD,60.251.164.196,TPECD,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
BKKLA,58.64.44.3,BKKLA,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
RUHDQ,87.101.131.163,RUHDQ,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
ADDLC,213.55.101.101,ADDLC,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
XMNMC,59.60.12.66,XMNMC,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
HGHER,122.225.130.147,HGHER,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
ZISSI,116.6.42.181,ZISSI,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
DELMD,103.51.116.123,DELMD,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
BDOCY,222.165.206.183,BDOCY,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
BLRJW,115.110.70.196,BLRJW,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
DELWI,110.173.191.136,DELWI,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
GUMWI,67.98.162.156,GUMWI,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
PABCY,219.65.118.5,PABCY,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
IXCJW,115.111.242.138,IXCJW,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
SHALU,116.247.99.181,SHALU,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
HRGSS,41.33.182.196,HRGSS,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
MAAFC,45.112.55.118,MAAFC,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
ADDER,196.189.180.83,ADDER,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
PNQCM,103.76.10.180,PNQCM,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
SHAMG,203.156.230.101,SHAMG,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
HYDMD,115.114.114.196,HYDMD,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
PYXBR,103.40.137.212,PYXBR,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
BLRAL,103.163.68.140,BLRAL,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
RUHAB,87.101.152.51,RUHAB,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
CJBFI,182.72.217.26,CJBFI,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
RUHAL,37.76.255.105,RUHAL,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
NTGFP,61.177.204.147,NTGFP,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
MAACY,123.176.34.12,MAACY,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
WUHFJ,58.48.160.194,WUHFJ,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
AMDCY,103.254.34.195,AMDCY,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
SELSA,183.96.224.3,SELSA,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
MCTRZ,134.0.177.212,MCTRZ,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
HYDMC,115.114.129.60,HYDMC,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
